"","plotID","sbpltID","sensor","LVIS_coverage","ZG","RH10","RH15","RH20","RH25","RH30","RH35","RH40","RH45","RH50","RH55","RH60","RH65","RH70","RH75","RH80","RH85","RH90","RH95","RH96","RH97","RH_98_plot_max","RH98","RH99","RH100"
"39","BONA_018","32","facility_2019",6e-04,653.45,-1.31,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,0.04,0.04,0.19,0.34,0.34,0.49,0.78,1.23,1.38,1.68,1.98,1.98,2.28,3.32
"40","BONA_018","merged","facility_2019",0.374,653.618368983957,-1.21404946524064,-0.914457219251337,-0.746950534759358,-0.547442513368984,-0.397442513368984,-0.280610962566845,-0.206312834224599,-0.00563770053475937,0.0625441176470588,0.263219251336898,0.561866310160428,1.15430614973262,1.65565374331551,1.90700401069519,2.08265240641711,2.35645855614973,2.63011898395722,3.10458422459893,3.25542647058824,3.44880213903743,6.57,3.6985614973262,4.01163636363636,5.05137165775401
"41","BONA_020","40","facility_2019",0.447,621.767241610738,-1.09022147651007,-0.939919463087248,-0.789919463087248,-0.639919463087248,-0.489919463087248,-0.340221476510067,-0.339919463087248,-0.190221476510067,-0.189919463087248,-0.0402214765100671,0.109778523489933,0.110080536912752,0.259778523489933,0.409778523489933,0.559778523489933,0.709778523489933,1.9091744966443,4.00887248322148,4.45887248322148,4.75887248322148,5.36,5.35857046979866,5.80885234899329,7.00855033557047
"42","BONA_020","41","facility_2019",0.747,623.248428380187,-1.15391834002677,-1.00391834002677,-0.71695046854083,-0.703918340026774,-0.553918340026774,-0.403918340026774,-0.26695046854083,-0.253918340026774,-0.11695046854083,-0.103918340026774,0.0460816599732262,0.0551378848728246,0.196081659973226,0.346081659973226,0.496081659973226,0.646081659973226,1.92871218206158,4.07564658634538,4.42429986613119,4.90654886211513,5.73,5.44203078982597,5.94636813922356,7.1620655957162
"43","BONA_020","31","facility_2019",0.69,622.476633333333,-1.07900289855072,-0.91898115942029,-0.742915942028986,-0.592915942028985,-0.46898115942029,-0.329002898550725,-0.222676811594203,-0.179002898550725,-0.0726768115942029,0.0673014492753623,0.191236231884058,0.29756231884058,0.437540579710145,0.868497101449275,1.5054884057971,2.17322753623188,3.2489231884058,4.83927101449275,5.19296666666667,5.49296666666667,7.23,5.96057536231884,6.47205942028986,7.64852028985507
"44","BONA_020","32","facility_2019",0.679,624.143815905744,-1.08267746686303,-0.928899852724595,-0.711543446244477,-0.628899852724595,-0.478899852724595,-0.332677466863034,-0.185571428571429,-0.182677466863034,-0.0355714285714286,0.0432945508100147,0.193294550810015,0.34040058910162,0.419266568483063,0.873154639175258,1.55367157584683,2.23925331369661,3.10247128129602,4.21131369661266,4.7829204712813,5.49461413843888,7.23,6.48635935198822,7.34427540500736,8.63875257731959
"45","BONA_020","merged","facility_2019",0.64075,623.019532188841,-1.1037674600078,-0.950015996878658,-0.735234490831057,-0.642998829496684,-0.500015996878658,-0.353767460007803,-0.246198205228248,-0.203767460007803,-0.0961982052282481,-0.0077140070230199,0.135268825595006,0.205557549746391,0.331322278579789,0.637467420991026,1.05911978150605,1.49039172844323,2.59168318376902,4.30552204447913,4.73227389777604,5.19445883730004,7.23,5.84374287943816,6.43424814670308,7.65746273897776
"46","BONA_024","40","facility_2019",0.4853,541.930764475582,-0.926729857819905,-0.626729857819905,-0.335384298372141,-0.176729857819905,-0.0180754172676695,0.281924582732331,0.590579023284566,0.749233463836802,1.0492334638368,1.20788790438904,1.50788790438904,1.65788790438904,1.81596538223779,1.97461982279003,2.26596538223779,2.42461982279003,2.72461982279003,3.17461982279003,3.31596538223779,3.46596538223779,4.53,3.75731094168556,4.05731094168555,4.87558005357511
"47","BONA_024","41","facility_2019",0.797,540.729385194479,-0.724845671267252,-0.424845671267252,-0.257624843161857,0.0413437892095358,0.33959347553325,0.63959347553325,1.07062233375157,1.37062233375157,1.65340150564617,1.95340150564617,2.23618067754078,2.38618067754078,2.66010790464241,2.95835759096612,3.10835759096612,3.40660727728984,3.70660727728984,4.13926976160602,4.15649058971142,4.30649058971142,4.53,4.45649058971142,4.75649058971142,5.55464366373902
"48","BONA_024","31","facility_2019",0.7647,541.291652935792,-0.68212501634628,-0.38212501634628,0.0156388126062508,0.2677769059762,0.622053092716098,0.917678828298679,1.20893029946384,1.46077677520596,1.6542644174186,1.91077677520596,2.10863868183601,2.26738721067085,2.51709036223356,2.67146462665097,2.97146462665097,3.22797698443834,3.43021315548581,3.88021315548581,4.03021315548581,4.18021315548581,4.68,4.37370079769844,4.57156270432849,5.47560612004708
"49","BONA_024","32","facility_2019",0.7133,540.600717790551,-1.12695219402776,-0.788595261460816,-0.432843123510444,-0.121099116781158,0.197890088321884,0.478711622038413,0.779027057339128,1.05984859105566,1.21016402635637,1.51016402635637,1.66047946165709,1.79130099537362,1.95931865975046,2.22115098836394,2.39014019346698,2.67096172718351,2.95197252208047,3.25209869620076,3.40178326090004,3.53260479461657,4.68,3.68260479461657,3.94443712323006,4.83871022010374
"50","BONA_024","merged","facility_2019",0.690075,541.063123211245,-0.852414592616745,-0.542502626526102,-0.240871282107017,0.0237557511864652,0.318343296018549,0.612175488171576,0.94918776944535,1.20604101003514,1.43288048400536,1.69598232076224,1.92403361953411,2.07150128609209,2.29098105278412,2.51541861391878,2.73673151469043,2.99437198855197,3.26238090062674,3.66864543709017,3.77870412636308,3.92374814331776,4.68,4.11064630656088,4.37248741078868,5.22835126616672
